starttime,day,month,year,quarter,hour,minute
8/31/2015 4:41,31,8,2015,3,4,41
9/13/2015 4:10,13,9,2015,3,4,10
12/26/2014 8:15,26,12,2014,4,8,15
2/13/2015 7:21,13,2,2015,1,7,21
7/3/2015 10:30,3,7,2015,3,10,30
12/24/2014 15:02,24,12,2014,4,15,2
3/30/2015 9:23,30,3,2015,1,9,23
8/21/2015 22:40,21,8,2015,3,22,40
10/13/2014 16:05,13,10,2014,4,16,5
4/22/2015 17:46,22,4,2015,2,17,46
9/21/2015 7:44,21,9,2015,3,7,44
8/12/2015 16:58,12,8,2015,3,16,58
9/22/2015 18:40,22,9,2015,3,18,40
11/7/2014 10:57,7,11,2014,4,10,57
6/10/2015 18:20,10,6,2015,2,18,20
12/15/2014 16:17,15,12,2014,4,16,17
1/8/2015 14:10,8,1,2015,1,14,10
8/28/2015 12:46,28,8,2015,3,12,46
7/18/2015 19:18,18,7,2015,3,19,18
2/12/2015 21:28,12,2,2015,1,21,28
9/28/2015 10:55,28,9,2015,3,10,55
6/20/2015 21:16,20,6,2015,2,21,16
7/22/2015 21:09,22,7,2015,3,21,9
7/12/2015 17:02,12,7,2015,3,17,2
9/26/2015 11:17,26,9,2015,3,11,17
4/9/2015 9:21,9,4,2015,2,9,21
5/2/2015 11:23,2,5,2015,2,11,23
5/29/2015 8:14,29,5,2015,2,8,14
5/23/2015 16:29,23,5,2015,2,16,29
1/13/2015 17:38,13,1,2015,1,17,38
7/3/2015 11:39,3,7,2015,3,11,39
3/27/2015 9:22,27,3,2015,1,9,22
5/27/2015 15:09,27,5,2015,2,15,9
7/11/2015 14:01,11,7,2015,3,14,1
8/1/2015 17:55,1,8,2015,3,17,55
11/17/2014 15:20,17,11,2014,4,15,20
4/21/2015 12:02,21,4,2015,2,12,2
7/21/2015 12:32,21,7,2015,3,12,32
9/8/2015 16:36,8,9,2015,3,16,36
7/18/2015 17:03,18,7,2015,3,17,3
6/6/2015 17:37,6,6,2015,2,17,37
10/30/2014 7:39,30,10,2014,4,7,39
8/27/2015 7:54,27,8,2015,3,7,54
1/30/2015 14:17,30,1,2015,1,14,17
8/31/2015 11:11,31,8,2015,3,11,11
5/28/2015 18:30,28,5,2015,2,18,30
2/2/2015 9:16,2,2,2015,1,9,16
9/27/2015 20:20,27,9,2015,3,20,20
10/31/2014 15:04,31,10,2014,4,15,4
6/20/2015 10:15,20,6,2015,2,10,15
9/3/2015 13:46,3,9,2015,3,13,46
1/25/2015 14:11,25,1,2015,1,14,11
1/19/2015 20:36,19,1,2015,1,20,36
7/9/2015 15:21,9,7,2015,3,15,21
6/23/2015 7:58,23,6,2015,2,7,58
10/14/2014 8:54,14,10,2014,4,8,54
7/29/2015 14:13,29,7,2015,3,14,13
7/11/2015 8:30,11,7,2015,3,8,30
1/8/2015 8:14,8,1,2015,1,8,14
8/4/2015 20:33,4,8,2015,3,20,33
9/23/2015 16:18,23,9,2015,3,16,18
12/26/2014 8:16,26,12,2014,4,8,16
1/6/2015 14:50,6,1,2015,1,14,50
7/2/2015 21:21,2,7,2015,3,21,21
6/18/2015 16:38,18,6,2015,2,16,38
10/2/2015 18:02,2,10,2015,4,18,2
3/6/2015 12:43,6,3,2015,1,12,43
9/18/2015 8:13,18,9,2015,3,8,13
11/7/2014 17:55,7,11,2014,4,17,55
1/16/2015 8:19,16,1,2015,1,8,19
7/28/2015 15:49,28,7,2015,3,15,49
8/21/2015 12:03,21,8,2015,3,12,3
7/24/2015 17:37,24,7,2015,3,17,37
5/5/2015 17:34,5,5,2015,2,17,34
5/26/2015 6:59,26,5,2015,2,6,59
4/19/2015 11:08,19,4,2015,2,11,8
10/1/2015 17:59,1,10,2015,4,17,59
10/19/2014 17:55,19,10,2014,4,17,55
7/13/2015 14:32,13,7,2015,3,14,32
5/7/2015 10:43,7,5,2015,2,10,43
5/8/2015 13:17,8,5,2015,2,13,17
11/26/2014 13:53,26,11,2014,4,13,53
6/7/2015 11:48,7,6,2015,2,11,48
9/12/2015 15:37,12,9,2015,3,15,37
2/15/2015 15:18,15,2,2015,1,15,18
10/8/2015 9:00,8,10,2015,4,9,0
2/23/2015 13:42,23,2,2015,1,13,42
4/27/2015 6:56,27,4,2015,2,6,56
11/22/2014 0:00,22,11,2014,4,0,0
5/20/2015 17:46,20,5,2015,2,17,46
6/25/2015 11:11,25,6,2015,2,11,11
11/14/2014 14:59,14,11,2014,4,14,59
6/26/2015 18:45,26,6,2015,2,18,45
2/11/2015 19:03,11,2,2015,1,19,3
10/20/2014 17:50,20,10,2014,4,17,50
7/6/2015 15:17,6,7,2015,3,15,17
5/1/2015 7:45,1,5,2015,2,7,45
8/6/2015 17:57,6,8,2015,3,17,57
9/14/2015 19:36,14,9,2015,3,19,36
8/25/2015 18:14,25,8,2015,3,18,14
12/25/2014 15:04,25,12,2014,4,15,4
4/16/2015 16:46,16,4,2015,2,16,46
8/16/2015 9:45,16,8,2015,3,9,45
8/14/2015 10:03,14,8,2015,3,10,3
9/21/2015 17:43,21,9,2015,3,17,43
8/22/2015 22:22,22,8,2015,3,22,22
4/30/2015 11:42,30,4,2015,2,11,42
12/2/2014 13:47,2,12,2014,4,13,47
9/8/2015 9:09,8,9,2015,3,9,9
4/17/2015 11:35,17,4,2015,2,11,35
2/15/2015 0:44,15,2,2015,1,0,44
10/23/2014 22:46,23,10,2014,4,22,46
10/10/2015 0:53,10,10,2015,4,0,53
7/6/2015 19:18,6,7,2015,3,19,18
5/18/2015 7:57,18,5,2015,2,7,57
8/6/2015 13:15,6,8,2015,3,13,15
8/7/2015 6:21,7,8,2015,3,6,21
5/1/2015 14:24,1,5,2015,2,14,24
10/6/2015 18:15,6,10,2015,4,18,15
7/16/2015 9:49,16,7,2015,3,9,49
1/1/2015 14:01,1,1,2015,1,14,1
9/23/2015 8:06,23,9,2015,3,8,6
6/21/2015 13:25,21,6,2015,2,13,25
7/1/2015 19:21,1,7,2015,3,19,21
10/18/2014 15:08,18,10,2014,4,15,8
3/6/2015 17:44,6,3,2015,1,17,44
2/14/2015 7:49,14,2,2015,1,7,49
4/15/2015 15:30,15,4,2015,2,15,30
3/7/2015 10:03,7,3,2015,1,10,3
9/11/2015 16:19,11,9,2015,3,16,19
6/8/2015 12:02,8,6,2015,2,12,2
7/25/2015 12:30,25,7,2015,3,12,30
3/10/2015 21:41,10,3,2015,1,21,41
7/10/2015 10:45,10,7,2015,3,10,45
7/29/2015 17:14,29,7,2015,3,17,14
8/6/2015 17:42,6,8,2015,3,17,42
10/14/2014 12:05,14,10,2014,4,12,5
7/13/2015 16:17,13,7,2015,3,16,17
5/14/2015 17:51,14,5,2015,2,17,51
6/15/2015 8:21,15,6,2015,2,8,21
7/2/2015 17:48,2,7,2015,3,17,48
4/26/2015 19:18,26,4,2015,2,19,18
4/28/2015 14:59,28,4,2015,2,14,59
10/16/2014 10:12,16,10,2014,4,10,12
8/11/2015 8:07,11,8,2015,3,8,7
8/6/2015 9:25,6,8,2015,3,9,25
4/22/2015 11:25,22,4,2015,2,11,25
10/24/2014 13:50,24,10,2014,4,13,50
8/12/2015 9:07,12,8,2015,3,9,7
8/9/2015 15:23,9,8,2015,3,15,23
6/22/2015 6:27,22,6,2015,2,6,27
3/10/2015 14:54,10,3,2015,1,14,54
8/5/2015 10:04,5,8,2015,3,10,4
8/8/2015 17:13,8,8,2015,3,17,13
7/29/2015 17:43,29,7,2015,3,17,43
2/3/2015 11:31,3,2,2015,1,11,31
1/9/2015 17:03,9,1,2015,1,17,3
10/29/2014 8:14,29,10,2014,4,8,14
5/14/2015 6:02,14,5,2015,2,6,2
12/8/2014 21:11,8,12,2014,4,21,11
10/19/2014 10:15,19,10,2014,4,10,15
8/20/2015 17:08,20,8,2015,3,17,8
7/19/2015 20:44,19,7,2015,3,20,44
7/12/2015 18:11,12,7,2015,3,18,11
9/21/2015 18:31,21,9,2015,3,18,31
2/27/2015 13:03,27,2,2015,1,13,3
10/31/2014 13:53,31,10,2014,4,13,53
1/15/2015 6:41,15,1,2015,1,6,41
5/25/2015 15:55,25,5,2015,2,15,55
12/8/2014 19:26,8,12,2014,4,19,26
9/11/2015 14:00,11,9,2015,3,14,0
10/6/2015 9:56,6,10,2015,4,9,56
10/6/2015 9:48,6,10,2015,4,9,48
8/25/2015 9:56,25,8,2015,3,9,56
5/1/2015 16:42,1,5,2015,2,16,42
7/2/2015 13:25,2,7,2015,3,13,25
5/31/2015 19:24,31,5,2015,2,19,24
6/11/2015 8:53,11,6,2015,2,8,53
6/12/2015 11:52,12,6,2015,2,11,52
10/28/2014 12:44,28,10,2014,4,12,44
9/28/2015 19:27,28,9,2015,3,19,27
8/29/2015 20:18,29,8,2015,3,20,18
7/21/2015 9:27,21,7,2015,3,9,27
4/19/2015 11:35,19,4,2015,2,11,35
8/13/2015 18:23,13,8,2015,3,18,23
5/29/2015 18:31,29,5,2015,2,18,31
7/10/2015 12:05,10,7,2015,3,12,5
6/8/2015 9:42,8,6,2015,2,9,42
8/13/2015 16:37,13,8,2015,3,16,37
10/1/2015 19:23,1,10,2015,4,19,23
4/16/2015 8:33,16,4,2015,2,8,33
10/25/2014 11:21,25,10,2014,4,11,21
9/30/2015 23:18,30,9,2015,3,23,18
3/16/2015 6:10,16,3,2015,1,6,10
4/8/2015 15:17,8,4,2015,2,15,17
11/27/2014 11:58,27,11,2014,4,11,58
9/12/2015 10:32,12,9,2015,3,10,32
9/21/2015 16:52,21,9,2015,3,16,52
12/1/2014 6:22,1,12,2014,4,6,22
1/8/2015 14:30,8,1,2015,1,14,30
9/16/2015 16:50,16,9,2015,3,16,50
7/5/2015 14:46,5,7,2015,3,14,46
1/26/2015 7:45,26,1,2015,1,7,45
7/14/2015 13:36,14,7,2015,3,13,36
10/18/2014 12:20,18,10,2014,4,12,20
6/12/2015 11:41,12,6,2015,2,11,41
1/13/2015 11:44,13,1,2015,1,11,44
5/29/2015 18:47,29,5,2015,2,18,47
9/21/2015 9:49,21,9,2015,3,9,49
10/22/2014 17:49,22,10,2014,4,17,49
10/21/2014 17:26,21,10,2014,4,17,26
4/16/2015 11:10,16,4,2015,2,11,10
9/7/2015 17:21,7,9,2015,3,17,21
3/25/2015 21:14,25,3,2015,1,21,14
7/25/2015 11:05,25,7,2015,3,11,5
7/25/2015 1:26,25,7,2015,3,1,26
6/21/2015 14:28,21,6,2015,2,14,28
7/23/2015 20:55,23,7,2015,3,20,55
5/23/2015 14:10,23,5,2015,2,14,10
11/2/2014 13:18,2,11,2014,4,13,18
8/30/2015 13:12,30,8,2015,3,13,12
8/17/2015 21:13,17,8,2015,3,21,13
7/28/2015 13:21,28,7,2015,3,13,21
2/14/2015 14:23,14,2,2015,1,14,23
4/1/2015 8:41,1,4,2015,2,8,41
12/18/2014 8:28,18,12,2014,4,8,28
3/27/2015 18:05,27,3,2015,1,18,5
5/27/2015 7:14,27,5,2015,2,7,14
3/12/2015 12:29,12,3,2015,1,12,29
4/19/2015 18:20,19,4,2015,2,18,20
5/8/2015 16:57,8,5,2015,2,16,57
5/3/2015 12:50,3,5,2015,2,12,50
4/10/2015 2:32,10,4,2015,2,2,32
10/27/2014 19:25,27,10,2014,4,19,25
11/13/2014 10:57,13,11,2014,4,10,57
8/27/2015 10:11,27,8,2015,3,10,11
6/17/2015 16:51,17,6,2015,2,16,51
10/27/2014 8:36,27,10,2014,4,8,36
2/4/2015 9:52,4,2,2015,1,9,52
7/30/2015 8:05,30,7,2015,3,8,5
12/8/2014 12:47,8,12,2014,4,12,47
5/24/2015 17:15,24,5,2015,2,17,15
5/9/2015 14:43,9,5,2015,2,14,43
4/27/2015 17:08,27,4,2015,2,17,8
1/19/2015 8:59,19,1,2015,1,8,59
11/1/2014 5:32,1,11,2014,4,5,32
6/9/2015 16:54,9,6,2015,2,16,54
10/12/2015 9:35,12,10,2015,4,9,35
8/19/2015 14:06,19,8,2015,3,14,6
2/11/2015 17:22,11,2,2015,1,17,22
8/30/2015 10:02,30,8,2015,3,10,2
5/9/2015 16:01,9,5,2015,2,16,1
1/5/2015 17:49,5,1,2015,1,17,49
12/23/2014 7:07,23,12,2014,4,7,7
5/18/2015 23:15,18,5,2015,2,23,15
1/19/2015 9:15,19,1,2015,1,9,15
7/13/2015 16:56,13,7,2015,3,16,56
10/15/2014 22:21,15,10,2014,4,22,21
7/30/2015 16:44,30,7,2015,3,16,44
10/2/2015 11:36,2,10,2015,4,11,36
3/1/2015 17:06,1,3,2015,1,17,6
12/9/2014 10:24,9,12,2014,4,10,24
3/22/2015 0:32,22,3,2015,1,0,32
9/29/2015 8:45,29,9,2015,3,8,45
9/1/2015 20:57,1,9,2015,3,20,57
3/13/2015 10:52,13,3,2015,1,10,52
5/2/2015 13:40,2,5,2015,2,13,40
7/18/2015 21:19,18,7,2015,3,21,19
10/28/2014 17:11,28,10,2014,4,17,11
9/15/2015 11:41,15,9,2015,3,11,41
8/27/2015 8:09,27,8,2015,3,8,9
8/5/2015 22:14,5,8,2015,3,22,14
4/17/2015 23:21,17,4,2015,2,23,21
4/17/2015 7:46,17,4,2015,2,7,46
8/15/2015 1:29,15,8,2015,3,1,29
11/2/2014 10:29,2,11,2014,4,10,29
6/21/2015 17:58,21,6,2015,2,17,58
3/6/2015 11:06,6,3,2015,1,11,6
6/18/2015 16:54,18,6,2015,2,16,54
6/20/2015 11:26,20,6,2015,2,11,26
6/24/2015 7:25,24,6,2015,2,7,25
12/29/2014 9:47,29,12,2014,4,9,47
1/30/2015 21:52,30,1,2015,1,21,52
4/19/2015 1:58,19,4,2015,2,1,58
8/5/2015 20:21,5,8,2015,3,20,21
4/17/2015 8:00,17,4,2015,2,8,0
10/17/2014 19:12,17,10,2014,4,19,12
7/6/2015 16:49,6,7,2015,3,16,49
5/24/2015 17:06,24,5,2015,2,17,6
3/7/2015 15:19,7,3,2015,1,15,19
3/6/2015 9:23,6,3,2015,1,9,23
6/30/2015 18:49,30,6,2015,2,18,49
8/9/2015 15:42,9,8,2015,3,15,42
10/13/2014 11:43,13,10,2014,4,11,43
5/12/2015 6:02,12,5,2015,2,6,2
5/19/2015 15:23,19,5,2015,2,15,23
4/10/2015 14:00,10,4,2015,2,14,0
5/27/2015 13:49,27,5,2015,2,13,49
4/30/2015 16:07,30,4,2015,2,16,7
12/20/2014 19:19,20,12,2014,4,19,19
8/18/2015 21:42,18,8,2015,3,21,42
5/5/2015 10:21,5,5,2015,2,10,21
6/4/2015 19:08,4,6,2015,2,19,8
12/20/2014 14:12,20,12,2014,4,14,12
7/11/2015 17:33,11,7,2015,3,17,33
1/6/2015 8:35,6,1,2015,1,8,35
9/26/2015 9:37,26,9,2015,3,9,37
6/5/2015 7:35,5,6,2015,2,7,35
3/29/2015 16:26,29,3,2015,1,16,26
8/26/2015 8:48,26,8,2015,3,8,48
7/22/2015 21:31,22,7,2015,3,21,31
6/27/2015 15:21,27,6,2015,2,15,21
1/9/2015 14:08,9,1,2015,1,14,8
12/9/2014 8:20,9,12,2014,4,8,20
5/23/2015 9:43,23,5,2015,2,9,43
8/16/2015 16:48,16,8,2015,3,16,48
6/23/2015 16:33,23,6,2015,2,16,33
3/26/2015 7:52,26,3,2015,1,7,52
9/28/2015 10:08,28,9,2015,3,10,8
5/30/2015 13:51,30,5,2015,2,13,51
8/17/2015 7:41,17,8,2015,3,7,41
8/1/2015 9:44,1,8,2015,3,9,44
9/3/2015 9:44,3,9,2015,3,9,44
7/22/2015 16:27,22,7,2015,3,16,27
1/26/2015 7:18,26,1,2015,1,7,18
6/5/2015 16:46,5,6,2015,2,16,46
8/4/2015 13:14,4,8,2015,3,13,14
12/19/2014 4:59,19,12,2014,4,4,59
4/15/2015 18:00,15,4,2015,2,18,0
5/16/2015 16:39,16,5,2015,2,16,39
8/4/2015 10:08,4,8,2015,3,10,8
5/2/2015 17:49,2,5,2015,2,17,49
9/8/2015 8:37,8,9,2015,3,8,37
10/13/2014 12:08,13,10,2014,4,12,8
1/21/2015 8:07,21,1,2015,1,8,7
7/20/2015 7:26,20,7,2015,3,7,26
6/16/2015 16:41,16,6,2015,2,16,41
10/16/2014 12:43,16,10,2014,4,12,43
7/30/2015 7:39,30,7,2015,3,7,39
6/5/2015 14:00,5,6,2015,2,14,0
8/13/2015 14:57,13,8,2015,3,14,57
6/11/2015 12:54,11,6,2015,2,12,54
9/11/2015 17:12,11,9,2015,3,17,12
5/19/2015 7:06,19,5,2015,2,7,6
4/15/2015 15:13,15,4,2015,2,15,13
2/12/2015 8:37,12,2,2015,1,8,37
8/6/2015 13:58,6,8,2015,3,13,58
8/23/2015 14:23,23,8,2015,3,14,23
4/19/2015 16:41,19,4,2015,2,16,41
8/27/2015 17:13,27,8,2015,3,17,13
11/24/2014 15:02,24,11,2014,4,15,2
9/11/2015 6:26,11,9,2015,3,6,26
6/30/2015 5:20,30,6,2015,2,5,20
7/11/2015 19:39,11,7,2015,3,19,39
6/3/2015 14:28,3,6,2015,2,14,28
1/21/2015 17:57,21,1,2015,1,17,57
3/22/2015 17:11,22,3,2015,1,17,11
12/26/2014 14:29,26,12,2014,4,14,29
8/30/2015 17:22,30,8,2015,3,17,22
10/16/2014 12:29,16,10,2014,4,12,29
6/12/2015 8:00,12,6,2015,2,8,0
7/10/2015 16:02,10,7,2015,3,16,2
2/26/2015 20:18,26,2,2015,1,20,18
5/4/2015 8:49,4,5,2015,2,8,49
6/20/2015 10:35,20,6,2015,2,10,35
7/28/2015 20:47,28,7,2015,3,20,47
6/1/2015 14:47,1,6,2015,2,14,47
3/30/2015 8:41,30,3,2015,1,8,41
5/6/2015 21:35,6,5,2015,2,21,35
10/30/2014 9:55,30,10,2014,4,9,55
6/5/2015 6:54,5,6,2015,2,6,54
9/5/2015 14:42,5,9,2015,3,14,42
8/20/2015 16:10,20,8,2015,3,16,10
9/23/2015 18:53,23,9,2015,3,18,53
7/23/2015 9:01,23,7,2015,3,9,1
10/19/2014 13:15,19,10,2014,4,13,15
7/6/2015 19:10,6,7,2015,3,19,10
8/26/2015 19:43,26,8,2015,3,19,43
6/15/2015 19:09,15,6,2015,2,19,9
12/31/2014 16:06,31,12,2014,4,16,6
5/26/2015 11:48,26,5,2015,2,11,48
8/3/2015 18:06,3,8,2015,3,18,6
7/16/2015 10:36,16,7,2015,3,10,36
6/12/2015 10:10,12,6,2015,2,10,10
8/12/2015 18:26,12,8,2015,3,18,26
9/30/2015 6:21,30,9,2015,3,6,21
6/17/2015 18:10,17,6,2015,2,18,10
6/10/2015 12:40,10,6,2015,2,12,40
4/16/2015 15:38,16,4,2015,2,15,38
8/24/2015 9:54,24,8,2015,3,9,54
9/22/2015 11:05,22,9,2015,3,11,5
9/12/2015 14:05,12,9,2015,3,14,5
7/1/2015 15:13,1,7,2015,3,15,13
2/12/2015 17:50,12,2,2015,1,17,50
12/1/2014 9:38,1,12,2014,4,9,38
8/29/2015 12:39,29,8,2015,3,12,39
6/6/2015 1:18,6,6,2015,2,1,18
5/14/2015 17:22,14,5,2015,2,17,22
11/8/2014 10:42,8,11,2014,4,10,42
8/10/2015 13:38,10,8,2015,3,13,38
5/30/2015 12:51,30,5,2015,2,12,51
3/7/2015 22:23,7,3,2015,1,22,23
1/10/2015 17:27,10,1,2015,1,17,27
6/3/2015 16:54,3,6,2015,2,16,54
2/27/2015 17:22,27,2,2015,1,17,22
7/2/2015 10:59,2,7,2015,3,10,59
8/20/2015 10:33,20,8,2015,3,10,33
8/12/2015 21:30,12,8,2015,3,21,30
11/20/2014 12:30,20,11,2014,4,12,30
10/17/2014 16:52,17,10,2014,4,16,52
7/15/2015 13:28,15,7,2015,3,13,28
9/29/2015 13:27,29,9,2015,3,13,27
7/21/2015 8:25,21,7,2015,3,8,25
6/20/2015 15:20,20,6,2015,2,15,20
4/25/2015 14:25,25,4,2015,2,14,25
6/7/2015 15:40,7,6,2015,2,15,40
8/8/2015 14:21,8,8,2015,3,14,21
3/22/2015 21:53,22,3,2015,1,21,53
1/7/2015 19:14,7,1,2015,1,19,14
12/7/2014 8:13,7,12,2014,4,8,13
12/8/2014 17:13,8,12,2014,4,17,13
8/20/2015 17:57,20,8,2015,3,17,57
2/1/2015 19:46,1,2,2015,1,19,46
8/28/2015 19:44,28,8,2015,3,19,44
6/25/2015 7:40,25,6,2015,2,7,40
4/28/2015 10:06,28,4,2015,2,10,6
8/14/2015 19:46,14,8,2015,3,19,46
10/6/2015 17:46,6,10,2015,4,17,46
9/3/2015 18:50,3,9,2015,3,18,50
9/17/2015 7:48,17,9,2015,3,7,48
11/10/2014 11:42,10,11,2014,4,11,42
10/21/2014 18:30,21,10,2014,4,18,30
4/14/2015 17:03,14,4,2015,2,17,3
5/26/2015 11:25,26,5,2015,2,11,25
5/10/2015 13:45,10,5,2015,2,13,45
4/9/2015 18:36,9,4,2015,2,18,36
12/20/2014 14:09,20,12,2014,4,14,9
4/27/2015 21:38,27,4,2015,2,21,38
9/5/2015 9:43,5,9,2015,3,9,43
10/29/2014 12:34,29,10,2014,4,12,34
11/13/2014 19:54,13,11,2014,4,19,54
12/8/2014 8:02,8,12,2014,4,8,2
4/22/2015 18:16,22,4,2015,2,18,16
2/15/2015 13:19,15,2,2015,1,13,19
8/18/2015 20:30,18,8,2015,3,20,30
6/8/2015 19:15,8,6,2015,2,19,15
7/15/2015 10:12,15,7,2015,3,10,12
10/29/2014 10:13,29,10,2014,4,10,13
4/8/2015 8:13,8,4,2015,2,8,13
8/3/2015 17:26,3,8,2015,3,17,26
7/17/2015 10:49,17,7,2015,3,10,49
11/15/2014 15:37,15,11,2014,4,15,37
9/7/2015 16:17,7,9,2015,3,16,17
9/26/2015 17:29,26,9,2015,3,17,29
8/26/2015 14:46,26,8,2015,3,14,46
9/8/2015 12:52,8,9,2015,3,12,52
6/11/2015 8:48,11,6,2015,2,8,48
2/22/2015 13:56,22,2,2015,1,13,56
3/31/2015 15:02,31,3,2015,1,15,2
8/5/2015 19:05,5,8,2015,3,19,5
7/9/2015 17:06,9,7,2015,3,17,6
10/4/2015 16:07,4,10,2015,4,16,7
3/10/2015 17:03,10,3,2015,1,17,3
9/26/2015 11:47,26,9,2015,3,11,47
8/5/2015 16:19,5,8,2015,3,16,19
6/22/2015 15:05,22,6,2015,2,15,5
7/22/2015 12:17,22,7,2015,3,12,17
9/17/2015 13:41,17,9,2015,3,13,41
10/4/2015 17:31,4,10,2015,4,17,31
12/16/2014 13:13,16,12,2014,4,13,13
5/6/2015 21:06,6,5,2015,2,21,6
7/9/2015 21:28,9,7,2015,3,21,28
9/14/2015 19:45,14,9,2015,3,19,45
8/24/2015 7:20,24,8,2015,3,7,20
7/14/2015 17:09,14,7,2015,3,17,9
8/3/2015 10:42,3,8,2015,3,10,42
6/20/2015 15:00,20,6,2015,2,15,0
4/18/2015 13:50,18,4,2015,2,13,50
3/7/2015 16:31,7,3,2015,1,16,31
1/4/2015 15:38,4,1,2015,1,15,38
6/27/2015 14:12,27,6,2015,2,14,12
5/1/2015 17:51,1,5,2015,2,17,51
1/30/2015 8:36,30,1,2015,1,8,36
8/28/2015 10:38,28,8,2015,3,10,38
8/15/2015 19:10,15,8,2015,3,19,10
10/6/2015 17:32,6,10,2015,4,17,32
10/17/2014 7:06,17,10,2014,4,7,6
5/29/2015 7:04,29,5,2015,2,7,4
7/18/2015 14:00,18,7,2015,3,14,0
9/22/2015 8:44,22,9,2015,3,8,44
4/27/2015 5:48,27,4,2015,2,5,48
6/12/2015 8:21,12,6,2015,2,8,21
7/12/2015 2:10,12,7,2015,3,2,10
8/21/2015 15:01,21,8,2015,3,15,1
10/9/2015 8:51,9,10,2015,4,8,51
3/12/2015 8:17,12,3,2015,1,8,17
2/12/2015 11:40,12,2,2015,1,11,40
6/19/2015 14:39,19,6,2015,2,14,39
1/3/2015 10:44,3,1,2015,1,10,44
7/18/2015 5:55,18,7,2015,3,5,55
4/12/2015 12:34,12,4,2015,2,12,34
4/5/2015 13:26,5,4,2015,2,13,26
2/17/2015 16:32,17,2,2015,1,16,32
10/11/2015 22:59,11,10,2015,4,22,59
12/11/2014 0:02,11,12,2014,4,0,2
10/28/2014 18:09,28,10,2014,4,18,9
12/8/2014 10:51,8,12,2014,4,10,51
1/23/2015 11:57,23,1,2015,1,11,57
2/3/2015 7:39,3,2,2015,1,7,39
3/28/2015 19:20,28,3,2015,1,19,20
5/31/2015 7:47,31,5,2015,2,7,47
8/14/2015 8:07,14,8,2015,3,8,7
5/21/2015 18:43,21,5,2015,2,18,43
7/22/2015 17:09,22,7,2015,3,17,9
5/13/2015 8:20,13,5,2015,2,8,20
7/26/2015 11:19,26,7,2015,3,11,19
7/14/2015 18:09,14,7,2015,3,18,9
11/25/2014 7:02,25,11,2014,4,7,2
9/4/2015 15:48,4,9,2015,3,15,48
8/17/2015 16:47,17,8,2015,3,16,47
8/6/2015 22:48,6,8,2015,3,22,48
8/4/2015 16:17,4,8,2015,3,16,17
2/27/2015 9:13,27,2,2015,1,9,13
7/19/2015 10:15,19,7,2015,3,10,15
2/16/2015 16:01,16,2,2015,1,16,1
1/7/2015 8:35,7,1,2015,1,8,35
7/25/2015 12:23,25,7,2015,3,12,23
3/20/2015 8:40,20,3,2015,1,8,40
7/13/2015 13:59,13,7,2015,3,13,59
8/16/2015 13:32,16,8,2015,3,13,32
7/16/2015 17:45,16,7,2015,3,17,45
9/28/2015 15:30,28,9,2015,3,15,30
7/29/2015 19:50,29,7,2015,3,19,50
7/2/2015 7:41,2,7,2015,3,7,41
4/17/2015 14:13,17,4,2015,2,14,13
5/15/2015 3:01,15,5,2015,2,3,1
5/23/2015 13:23,23,5,2015,2,13,23
9/12/2015 11:00,12,9,2015,3,11,0
10/15/2014 19:47,15,10,2014,4,19,47
8/19/2015 23:36,19,8,2015,3,23,36
6/26/2015 11:53,26,6,2015,2,11,53
2/6/2015 19:15,6,2,2015,1,19,15
10/20/2014 10:39,20,10,2014,4,10,39
4/1/2015 13:06,1,4,2015,2,13,6
5/29/2015 19:30,29,5,2015,2,19,30
5/26/2015 20:38,26,5,2015,2,20,38
1/26/2015 7:30,26,1,2015,1,7,30
10/15/2014 16:20,15,10,2014,4,16,20
4/8/2015 6:21,8,4,2015,2,6,21
10/24/2014 12:12,24,10,2014,4,12,12
5/28/2015 11:13,28,5,2015,2,11,13
3/12/2015 13:48,12,3,2015,1,13,48
2/25/2015 18:36,25,2,2015,1,18,36
12/11/2014 5:59,11,12,2014,4,5,59
3/25/2015 11:58,25,3,2015,1,11,58
5/13/2015 12:32,13,5,2015,2,12,32
10/8/2015 9:47,8,10,2015,4,9,47
4/25/2015 20:18,25,4,2015,2,20,18
10/1/2015 9:24,1,10,2015,4,9,24
9/10/2015 16:03,10,9,2015,3,16,3
8/10/2015 14:08,10,8,2015,3,14,8
7/27/2015 18:42,27,7,2015,3,18,42
3/19/2015 15:52,19,3,2015,1,15,52
4/1/2015 8:35,1,4,2015,2,8,35
7/17/2015 16:16,17,7,2015,3,16,16
5/31/2015 1:35,31,5,2015,2,1,35
8/7/2015 15:55,7,8,2015,3,15,55
11/2/2014 20:07,2,11,2014,4,20,7
6/18/2015 12:55,18,6,2015,2,12,55
8/3/2015 8:35,3,8,2015,3,8,35
12/24/2014 13:22,24,12,2014,4,13,22
5/11/2015 10:12,11,5,2015,2,10,12
3/3/2015 8:45,3,3,2015,1,8,45
3/16/2015 13:08,16,3,2015,1,13,8
8/2/2015 12:38,2,8,2015,3,12,38
10/17/2014 18:40,17,10,2014,4,18,40
9/6/2015 9:09,6,9,2015,3,9,9
1/13/2015 6:26,13,1,2015,1,6,26
11/8/2014 15:39,8,11,2014,4,15,39
9/12/2015 22:11,12,9,2015,3,22,11
7/18/2015 0:46,18,7,2015,3,0,46
7/19/2015 18:54,19,7,2015,3,18,54
